bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
f,f,f,f,f,t,f,t,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,t,f,t,t,t,t,f,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,t,n,0
t,f,t,f,f,t,f,f,f,f,t,f,t,f,t,f,f,f,f,f,t,f,t,t,f,f,f,t,f,t,f,t,n,0
f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,f,t,n,1
f,t,f,f,f,f,f,f,f,t,t,f,t,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,0
f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,n,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,t,t,1
f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,1
f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,1
t,f,f,f,t,t,t,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,n,1
f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,1
t,f,f,f,t,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,f,f,f,f,f,t,t,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,t,t,t,t,f,t,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f,t,f,f,t,f,n,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,t,f,t,t,t,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,n,1
f,f,f,f,f,t,t,f,f,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,0
f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,f,t,t,t,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,t,f,f,t,f,f,t,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,t,t,t,t,1
f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,t,t,n,0
f,f,f,t,t,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,1
t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,t,f,n,0
f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,t,f,f,f,n,0
f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,t,f,t,t,1
f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,t,t,f,f,t,f,t,f,f,f,f,t,f,t,t,f,n,1
f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,n,1
f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,n,1
f,f,f,f,t,t,t,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,n,1
f,f,f,f,f,t,t,f,t,f,t,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f,t,f,f,f,t,n,1
f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,t,n,1
f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,t,t,t,1
f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,1
f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,1
f,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,0
f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,t,t,f,f,f,f,t,f,f,f,f,t,f,t,t,t,n,1
t,f,f,f,t,t,t,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,0
f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,n,0
f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,t,f,t,t,t,n,0
f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,t,1
t,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,0
f,t,f,f,f,t,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,t,f,t,n,0
t,f,f,t,f,f,t,t,t,t,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,n,0
t,f,f,f,f,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,f,n,1
f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,n,0
f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,n,0
f,f,f,t,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,f,f,f,f,t,f,f,t,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,t,t,0
f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f,f,f,f,f,t,t,t,t,0
f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,t,t,0
f,f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,f,t,t,0
f,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,1
f,f,f,f,t,t,t,f,f,t,t,f,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,t,t,n,1
t,f,f,t,t,f,t,t,t,t,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f,f,n,0
f,f,f,f,t,t,t,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,t,n,0
f,f,f,t,t,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f,t,n,0
t,f,f,f,t,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,n,1
f,f,t,f,t,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,t,t,0
f,f,f,f,f,t,t,f,f,f,t,t,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,t,f,f,n,0
f,f,f,f,t,f,t,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f,f,f,f,f,t,t,t,t,0
f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,t,t,0
f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,n,1
f,t,f,f,f,t,f,f,f,f,t,f,t,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,n,1
f,f,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,0
f,f,f,t,t,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,t,t,0
f,f,f,f,f,f,t,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,n,1
f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,n,1
f,f,f,t,t,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,n,0
f,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,t,t,f,f,f,t,f,f,f,f,t,f,f,t,f,n,1
f,f,f,f,t,t,t,f,f,t,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,0
f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,t,t,f,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,n,1
f,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,n,0
f,f,f,f,f,f,f,f,f,t,t,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,0
t,f,f,t,t,t,t,t,t,f,t,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,t,f,t,n,0
f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,1
f,f,f,f,f,f,f,f,f,t,t,f,f,t,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,n,0
f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,t,f,f,f,f,n,1
f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,t,f,f,f,t,f,f,f,f,t,f,t,t,f,n,1
f,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,n,0
f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,t,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,0
t,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,f,f,f,f,n,1
f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,t,n,1
f,t,f,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,t,f,t,f,t,n,0
f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,n,1
f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,1
f,f,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,1
f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f,f,f,t,f,t,t,f,n,0
t,f,f,f,t,t,t,t,t,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,f,f,f,t,n,1
f,f,f,f,f,f,t,t,t,t,t,t,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,0
t,t,f,t,f,f,f,f,f,f,t,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,n,0
t,f,f,f,f,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,t,0
t,f,f,f,t,t,t,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,n,0
f,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,n,0
f,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,n,0
f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,t,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,f,f,t,t,t,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,0
f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,1
f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,t,t,0
f,f,f,f,f,t,f,t,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,1
f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,t,n,1
f,f,t,f,t,f,t,t,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,n,0
f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f,f,f,t,f,f,t,f,n,1
f,f,f,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,t,t,t,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,t,n,0
f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,t,f,f,f,t,f,t,t,f,n,0
f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,t,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,0
f,t,f,f,f,t,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,f,t,t,t,f,f,t,f,f,f,f,t,f,f,t,t,f,t,f,f,f,f,t,t,f,f,f,n,0
f,f,f,f,f,t,f,t,t,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,t,t,t,t,t,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,f,t,t,t,t,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,0
f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,t,f,t,t,1
f,f,t,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,f,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
t,f,f,t,f,t,f,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,t,f,f,f,t,f,t,f,t,n,0
f,f,f,f,t,t,t,t,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,t,n,0
f,t,f,t,f,f,f,f,f,t,f,f,t,f,t,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,t,f,n,0
f,t,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,n,0
t,f,f,t,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,n,1
f,f,f,f,f,t,f,t,t,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,t,0
f,f,f,f,f,f,t,t,t,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,n,0
t,f,t,f,t,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,n,1
f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,n,0
t,f,f,f,t,f,t,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,n,0
f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,1
f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,n,0
f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,t,t,n,0
f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,t,t,0
f,t,f,f,t,f,f,f,t,f,f,f,t,f,f,f,t,t,t,f,t,f,t,f,f,f,f,t,t,f,f,f,n,1
f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,t,f,n,0
t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f,f,n,1
f,f,f,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,t,t,f,f,f,t,f,t,f,f,n,0
f,f,f,f,t,t,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,t,t,t,f,t,f,t,f,f,f,f,t,f,t,t,f,n,1
t,t,f,t,f,f,f,f,f,f,f,f,t,f,t,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,n,0
f,f,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,t,0
f,f,f,f,f,t,f,f,f,t,t,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,t,f,t,t,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,f,f,f,f,f,t,t,t,f,t,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,t,n,0
f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,t,t,f,t,f,f,n,0
f,f,f,f,f,f,f,f,f,t,t,t,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,t,t,f,n,0
f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,1
f,f,f,f,f,f,t,f,f,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,0
f,f,f,t,f,t,t,t,t,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,t,f,f,f,t,n,1
t,f,f,f,t,f,t,t,t,t,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,n,0
f,f,f,f,f,t,t,t,t,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,t,1
f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,t,f,n,0
f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,t,n,1
f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,t,f,t,t,t,f,f,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,f,f,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,t,f,t,t,f,n,0
f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,n,0
f,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,t,f,t,f,t,f,f,f,f,t,f,f,t,f,n,0
f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,1
f,f,f,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,n,1
f,t,f,f,f,t,f,f,f,t,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,f,t,f,t,t,t,t,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,n,0
f,f,f,f,t,t,f,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,f,t,t,0
t,f,f,f,t,t,t,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,t,t,n,1
f,f,f,f,t,f,t,t,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,t,t,t,1
f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,n,1
f,f,f,f,t,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,1
f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,t,t,1
f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,t,t,n,1
f,t,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,1
